"ID","index","Name of Project","FPIC","Protected Area","Forest Type","Contested","Customary_use","legal_tenure","deforestation_driver","monetary_benefit_yn","monetary_benefit_type_conditional","monetary_benefit_type","direct_cash_yn","employment_yn","non_cash_benefits_yn","non_cash_benefits_type","economic_activities_list","tenure_yn","tenure_type","education_yn","restriction_yn","enhancement_yn","infrastructure_yn","wellbeing_yn","standards","project_objectives","nationality","type_partner","dist_road_m","dist_road_track_m","dist_water_m","dist_urban_m","VCS Methodology","Country","Observed Post-REDD+ annual average forest area loss","SC Post-REDD+ annual average forest area loss","Difference Annual  (ha)","Observed Post-REDD+ cumulative forest loss area","SC Post-REDD+ cumulative forest loss area","Difference Cumulative (ha)","Significance","deforestation_outcome","deforestation_binary","driver_smallholder_ag","driver_industrial_ag","driver_livestock","driver_wood_extraction","driver_illegal_logging","driver_infrastructure","driver_mining","driver_oil_extraction","driver_local_livelihoods","driver_other","cu_private","cu_communities","cu_state","lt_public","lt_private","lt_communities","mb_PES","mb_job","mb_carbon","mb_pension","mb_grant","mb_ecotourism","mb_indirect","mb_none","ncb_training","ncb_infrastructure","ncb_microfinance","ncb_health","ncb_livelihood","ncb_land_rights","ncb_water","ea_processing","ea_agroforestry","ea_microenterprise","ea_ecotourism","ea_timber","ea_agriculture","ea_cookstoves","ea_ntfp","ea_fishing","ea_tree_planting","ea_mining","std_VCS","std_CCB","std_FSC","obj_forest_production","obj_social","obj_conservation","obj_climate","obj_return","local_developer","tp_private","tp_ngo","tp_public","tp_community","fpic","protected_area","contested","direct_cash","employment","education","ft_humid","ft_dry","ft_other","tt_titling","tt_planning","iso_code.x","country","continent","gdlcode","region","wealth_income_avg","WEALTH_AVG","INCOME_AVG","geometry","vcs_methodology","conditionality","forest_type","longitude","latitude","dist_urban_new","diff_annual","dist_water_km","dist_road_km","dist_urban_km","dist_urban_new_km","driver_ag_combined","fpic_f","protected_area_f","contested_f","direct_cash_f","employment_f","education_f","conditionality_f","tenure","rights_private","rights_communities","rights_public_state","cash_conditionality","Country_group","direct_cash_factor","project_type","n_drivers","Area","log_area","diff_annual_norm","Start_year"
2252,13,"Rio Anapu-Pacaja REDD Project","no","no","humid","no","communities","communities","local livelihoods","yes","non-conditional","Job","no","yes","yes","Training & Capacity Building; Infrastructure & Equipment; Health Services","agriculture;agroforestry;ecotourism;fuel efficient stoves","yes","Land titling & tenure security","yes","yes","no","no","yes","VCS;CCB","indigenous peoples;social development;climate","Brazil","private for profit",30.88281028,30.88281028,1160.280722,45696.45397,"VM0015","Brazil",223.64,661.32,-437.68,1565.46,4629.21,-3063.75,"No","Success",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,"BRA","Brazil","America","BRAr105","Para",2.45272766955273,0,2.45272766955273,"POINT (-50.82404 -1.938712)","VM0015",0,"humid",-50.82404,-1.938712,0,-437.68,1.160280722,0.03088281028,45.69645397,0,0,"No","No","No","No","Yes","Yes","Non-conditional",1,0,1,0,"No_cash","Brazil","No","Private_VCS_CCB",1,164968,12.0135067946801,-0.265312060520828,2016
2278,42,"The Jaguar Amazon REDD+ Project","no","yes","humid","no","private","private","industrial wood exploitation","yes","non-conditional","Job","no","yes","yes","Training & Capacity Building; Microfinance & Enterprise Support; Water & Sanitation","agriculture;fishing","no","ND","no","yes","no","no","yes","CCB;VCS","climate;social development;biodiversity conservation","Uruguay","ngo/private non for profit",12507.13625,12507.13625,2734.660234,189258.5216,"VM0006","Peru",67.5,52.08,15.42,337.5,260.4,77.1,"No","Failure",0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,"PER","Peru","America","PERr103","East (Madre de Dios, Cusco, Puno, Apurimac)",2.70647457937112,0,2.70647457937112,"POINT (-70.47665 -11.20993)","VM0006",0,"humid",-70.476654,-11.209927,111219.992656823,15.42,2.734660234,12.50713625,189.2585216,111.219992656823,0,"No","Yes","No","No","Yes","No","Non-conditional",0,1,0,0,"No_cash","Peru","No","NGO_VCS_CCB",1,183015,12.1173233956775,0.0084255388902549,2018
2373,14,"Yellow Ipê Grouped REDD Project","ND","yes","humid","no","private;state;communities","private;state","cattle grazing;infrastructure;local livelihoods","yes","conditional","Pension; PES","yes","ND","yes","Training & Capacity Building","ntfp","no","ND","yes","yes","yes","no","yes","VCS","climate;social development;biodiversity conservation","Brazil","private for profit",42806.70798,11032.4212,4268.102833,276880.1315,"VM0015","Brazil",27.51,13.48,14.03,82.53,40.46,42.07,NA,"Failure",0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,1,0,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,"BRA","Brazil","America","BRAr103","Amazonas",2.55393103714735,0,2.55393103714735,"POINT (-59.69653 -5.623778)","VM0015",1,"humid",-59.696525,-5.6237778,92659.2012067781,14.03,4.268102833,11.0324212,276.8801315,92.6592012067781,1,"ND","Yes","No","Yes","ND","Yes","Conditional",0,1,1,1,"Conditional_cash","Brazil","Yes","Private_VCS_only",3,85985,11.3619281414183,0.0163167994417631,2020
2502,51,"Tahuamanu Amazon REDD Project","no","yes","humid","no","communities","public","agriculture;illegal logging","yes","conditional","Job","no","yes","yes","Health Services; Water & Sanitation; Training & Capacity Building","agriculture","yes","Land titling & tenure security; Land use planning & demarcation","yes","yes","yes","yes","yes","VCS;CCB","climate;biodiversity conservation;social development","Peru","Private for profit",25479.45382,14349.87559,3641.484081,137273.4016,"VM0006","Peru",254.03,242.87,11.16,1524.15,1457.23,66.92,"No","Failure",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,1,0,0,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,"PER","Peru","America","PERr103","East (Madre de Dios, Cusco, Puno, Apurimac)",2.70647457937112,0,2.70647457937112,"POINT (-69.9737 -11.35905)","VM0006",1,"humid",-69.973701,-11.359049,53272.4796762479,11.16,3.641484081,14.34987559,137.2734016,53.272479676248,0,"No","Yes","No","No","Yes","Yes","Conditional",1,0,1,1,"No_cash","Peru","No","Private_VCS_CCB",1,171584,12.0528282215956,0.00650410294666169,2017
2508,16,"Unitor REDD+ Project","yes","no","humid","yes","private;communities","private","industrial agriculture or cattle ranching;population increase;infrastructure;illegal logging;fire;other policy","yes","conditional","Carbon revenue sharing","yes","yes","yes","Health Services","ntfp","yes","Land titling & tenure security","yes","yes","no","ND","yes","VCS","climate;biodiversity conservation;social development","Brazil","private for profit;local communities/landowners/cooperatives",5589.264591,5589.264591,8985.638498,183779.4732,"VM0015","Brazil",211.58,625.23,-413.65,1057.86,3126.12,-2068.26,NA,"Success",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,0,1,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,"BRA","Brazil","America","BRAr103","Amazonas",2.55393103714735,0,2.55393103714735,"POINT (-66.34702 -9.142691)","VM0015",1,"humid",-66.347021,-9.142691,123669.304294395,-413.65,8.985638498,5.589264591,183.7794732,123.669304294395,1,"Yes","No","Yes","Yes","Yes","Yes","Conditional",1,1,1,0,"Conditional_cash","Brazil","Yes","Other",5,98761,11.5004580689648,-0.418839420418991,2018
2510,52,"Chinko Conservation Area REDD+ Project","no","yes","dry and humid","no","communities","public","local livelihoods;slash and burn agriculture","yes","conditional","Job","no","yes","yes","Training & Capacity Building; Health Services; Water & Sanitation; Agricultural & Livelihood Support","agriculture;other","no","ND","yes","yes","yes","yes","yes","VCS;CCB","climate;community;biodiversity conservation","Central African Republic","NGO",9622.004569,3621.231888,27027.7917,270563.0464,"VM0009","Central African Republic",13.01,28.87,-15.86,91.08,202.12,-111.04,"No","Success",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,1,0,0,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,"CAF","Central African Republic CAR","Africa","CAFr105","RS V (Basse Kotto, Mbornou, Houte Mbormou)",2.5468267626542,2.5468267626542,0,"POINT (23.94106 6.251735)","VM0009",1,"dry and humid",23.941062,6.251735,119930.35401371,-15.86,27.0277917,3.621231888,270.5630464,119.93035401371,0,"No","Yes","No","No","Yes","Yes","Conditional",0,0,1,1,"No_cash","Rest","No","NGO_VCS_CCB",2,237509,12.3779607964757,-0.00667764168936756,2016
2539,15,"Evergreen REDD+ Project","yes","yes","humid","ND","private;communities","private","illegal logging;agriculture;local livelihoods","yes","non-conditional","Job","no","yes","yes","Infrastructure & Equipment","ntfp","yes","ND","yes","yes","ND","ND","ND","VCS","ecosystem restoration;social development;biodiversity conservation","Brazil","private for profit",34767.40209,34767.40209,28811.48882,465308.0376,"VM0007","Brazil",10.62,29.15,-18.53,31.86,87.44,-55.58,"Yes","Success",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,"BRA","Brazil","America","BRAr103","Amazonas",2.55393103714735,0,2.55393103714735,"POINT (-59.39498 -7.560309)","VM0007",0,"humid",-59.394978,-7.560309,67056.5835332932,-18.53,28.81148882,34.76740209,465.3080376,67.0565835332932,0,"Yes","Yes","ND","No","Yes","Yes","Non-conditional",1,1,1,0,"No_cash","Brazil","No","Private_VCS_only",2,130811,11.7815088123285,-0.0141654753805108,2020
2558,48,"ABC Norte REDD Project","yes","no","humid","no","private","private","industrial agriculture or cattle ranching;illegal logging;infrastructure;slash and burn agriculture;industrial wood exploitation","yes","conditional","PES","no","yes","yes","Training & Capacity Building; Agricultural & Livelihood Support","other","no","ND","yes","yes","no","yes","yes","VCS;CCB","climate;biodiversity conservation;social development","Brazil","Private for profit",23009.70804,23009.70804,2697.710996,85433.88264,"VM0015","Brazil",144.86,770.17,-625.31,869.13,4621.02,-3751.89,"Yes","Success",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,"BRA","Brazil","America","BRAr105","Para",2.45272766955273,0,2.45272766955273,"POINT (-50.161 -2.4)","VM0015",1,"humid",-50.161,-2.4,53975.0235739407,-625.31,2.697710996,23.00970804,85.43388264,53.9750235739407,1,"Yes","No","No","No","Yes","Yes","Conditional",0,1,0,0,"No_cash","Brazil","No","Private_VCS_CCB",6,145776,11.8898264759536,-0.428952639666337,2017
2566,49,"The Serra do Amolar REDD+ Project","yes","yes","humid","no","communities","state;private;communities","industrial agriculture;cattle ranching","yes","conditional","Job; Ecotourism","no","yes","yes","Training & Capacity Building; Infrastructure & Equipment","ecotourism","yes","Land use planning & demarcation","yes","yes","yes","yes","yes","VCS;CCB","climate;social development;biodiversity conservation","Brazil","NGO",13955.91429,13955.91429,1693.96252,120892.2908,"VM0015","Brazil",3544.13,1119.65,2424.48,24682.86,7837.55,16845.31,NA,"Failure",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,0,0,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,"BRA","Brazil","America","BRAr124","Mato Grosso do Sul",3.13538473447614,0,3.13538473447614,"POINT (-57.50877 -17.96742)","VM0015",1,"humid",-57.508772,-17.967422,120862.112741674,2424.48,1.69396252,13.95591429,120.8922908,120.862112741674,1,"Yes","Yes","No","No","Yes","Yes","Conditional",1,1,1,1,"No_cash","Brazil","No","NGO_VCS_CCB",2,135199,11.8145030461139,1.79326770168418,2016
2723,50,"Condoto REDD+ Project","yes","no","humid","yes","communities","communities","mining;illegal logging;local livelihoods","yes","conditional","Job","no","yes","yes","Training & Capacity Building; Health Services; Water & Sanitation; Agricultural & Livelihood Support","agriculture","yes","Land use planning & demarcation","yes","yes","yes","yes","yes","VCS;CCB","climate;biodiversity conservation;social development","Colombia","public;private for profit",2445.776302,2445.776302,1663.067627,64036.79557,"VM0007","Colombia",42.39,39.75,2.64,169.56,159,10.56,"No","Failure",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,1,0,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,"COL","Colombia","America","COLr112","Choco",2.63979099877947,0,2.63979099877947,"POINT (-76.58771 5.094653)","VM0007",1,"humid",-76.587708,5.094653,5431.17001153797,2.64,1.663067627,2.445776302,64.03679557,5.43117001153797,0,"Yes","No","Yes","No","Yes","Yes","Conditional",1,0,1,0,"No_cash","Colombia","No","Other",3,72385,11.1897543745881,0.00364716446777647,2019
